1,808,11/10/2022,Active,5,0,G,L
2,266,11/10/2022,Active,5,0,G,L
3,11,11/10/2022,Active,5,0,G,L
4,463,11/10/2022,Active,5,0,G,L
5,117,11/10/2022,Active,5,0,G,L
6,4,11/10/2022,Active,5,0,G,L
7,430,11/10/2022,Active,5,0,G,L
8,289,11/10/2022,Active,5,0,G,L
9,284,11/10/2022,Active,5,0,G,L
10,15,11/10/2022,Active,5,0,G,L
11,223,11/10/2022,Active,5,0,G,L
12,467,11/10/2022,Active,5,0,G,L
13,53,11/10/2022,Active,5,0,G,L
14,480,11/10/2022,Active,5,0,G,L
15,130,11/10/2022,Active,5,0,G,L
16,340,11/10/2022,Active,5,0,G,L
17,453,11/10/2022,Active,5,0,G,L
18,85,11/10/2022,Active,5,0,G,L
19,194,11/10/2022,Active,5,0,G,L
20,377,11/10/2022,Active,5,0,G,L
21,259,11/10/2022,Active,5,0,G,L
22,391,11/10/2022,Active,5,0,G,L
23,497,11/10/2022,Active,5,0,G,L
24,383,11/10/2022,Active,5,0,G,L
25,261,11/10/2022,Active,5,0,G,L
26,211,11/10/2022,Active,5,0,G,L
27,233,11/10/2022,Active,5,0,G,L
28,3,11/10/2022,Active,5,0,G,L
29,456,11/10/2022,Active,5,0,G,L
30,339,11/10/2022,Active,5,0,G,L
31,63,11/10/2022,Active,5,0,G,L
32,261,11/10/2022,Active,5,0,G,L
33,414,11/10/2022,Active,5,0,G,L
34,123,11/10/2022,Active,5,0,G,L
35,162,11/10/2022,Active,5,0,G,L
36,195,11/10/2022,Active,5,0,G,L
37,475,11/10/2022,Active,5,0,G,L
38,4,11/10/2022,Active,5,0,G,L
39,476,11/10/2022,Active,5,0,G,L
40,55,11/10/2022,Active,5,0,G,L
41,52,11/10/2022,Active,5,0,G,L
42,400,11/10/2022,Active,5,0,G,L
43,433,11/10/2022,Active,5,0,G,L
44,10,11/10/2022,Active,5,0,G,L
45,144,11/10/2022,Active,5,0,G,L
46,416,11/10/2022,Active,5,0,G,L
47,201,11/10/2022,Active,5,0,G,L
48,271,11/10/2022,Active,5,0,G,L
49,140,11/10/2022,Active,5,0,G,L
50,293,11/10/2022,Active,5,0,G,L
51,476,11/10/2022,Active,5,0,G,L
52,296,11/10/2022,Active,5,0,G,L
53,298,11/10/2022,Active,5,0,G,L
54,313,11/10/2022,Active,5,0,G,L
55,180,11/10/2022,Active,5,0,G,L
56,207,11/10/2022,Active,5,0,G,L
57,427,11/10/2022,Active,5,0,G,L
58,492,11/10/2022,Active,5,0,G,L
59,453,11/10/2022,Active,5,0,G,L
60,230,11/10/2022,Active,5,0,G,L
61,447,11/10/2022,Active,5,0,G,L
62,481,11/10/2022,Active,5,0,G,L
63,328,11/10/2022,Active,5,0,G,L
64,279,11/10/2022,Active,5,0,G,L
65,85,11/10/2022,Active,5,0,G,L
66,360,11/10/2022,Active,5,0,G,L
67,100,11/10/2022,Active,5,0,G,L
68,492,11/10/2022,Active,5,0,G,L
69,105,11/10/2022,Active,5,0,G,L
70,98,11/10/2022,Active,5,0,G,L
71,396,11/10/2022,Active,5,0,G,L
72,55,11/10/2022,Active,5,0,G,L
73,138,11/10/2022,Active,5,0,G,L
74,260,11/10/2022,Active,5,0,G,L
75,379,11/10/2022,Active,5,0,G,L
76,247,11/10/2022,Active,5,0,G,L
77,27,11/10/2022,Active,5,0,G,L
78,172,11/10/2022,Active,5,0,G,L
79,45,11/10/2022,Active,5,0,G,L
80,13,11/10/2022,Active,5,0,G,L
81,373,11/10/2022,Active,5,0,G,L
82,90,11/10/2022,Active,5,0,G,L
83,99,11/10/2022,Active,5,0,G,L
84,307,11/10/2022,Active,5,0,G,L
85,182,11/10/2022,Active,5,0,G,L
86,85,11/10/2022,Active,5,0,G,L
87,173,11/10/2022,Active,5,0,G,L
88,255,11/10/2022,Active,5,0,G,L
89,219,11/10/2022,Active,5,0,G,L
90,165,11/10/2022,Active,5,0,G,L
91,153,11/10/2022,Active,5,0,G,L
92,195,11/10/2022,Active,5,0,G,L
93,499,11/10/2022,Active,5,0,G,L
94,6,11/10/2022,Active,5,0,G,L
95,426,11/10/2022,Active,5,0,G,L
96,202,11/10/2022,Active,5,0,G,L
97,461,11/10/2022,Active,5,0,G,L
98,351,11/10/2022,Active,5,0,G,L
99,129,11/10/2022,Active,5,0,G,L
100,380,11/10/2022,Active,5,0,G,L
101,61,11/10/2022,Active,5,0,G,L
102,229,11/10/2022,Active,5,0,G,L
103,36,11/10/2022,Active,5,0,G,L
104,150,11/10/2022,Active,5,0,G,L
105,456,11/10/2022,Active,5,0,G,L
106,27,11/10/2022,Active,5,0,G,L
107,91,11/10/2022,Active,5,0,G,L
108,297,11/10/2022,Active,5,0,G,L
109,334,11/10/2022,Active,5,0,G,L
110,248,11/10/2022,Active,5,0,G,L
111,243,11/10/2022,Active,5,0,G,L
112,216,11/10/2022,Active,5,0,G,L
113,499,11/10/2022,Active,5,0,G,L
114,434,11/10/2022,Active,5,0,G,L
115,415,11/10/2022,Active,5,0,G,L
116,222,11/10/2022,Active,5,0,G,L
117,98,11/10/2022,Active,5,0,G,L
118,257,11/10/2022,Active,5,0,G,L
119,384,11/10/2022,Active,5,0,G,L
120,55,11/10/2022,Active,5,0,G,L
121,18,11/10/2022,Active,5,0,G,L
122,336,11/10/2022,Active,5,0,G,L
123,320,11/10/2022,Active,5,0,G,L
124,37,11/10/2022,Active,5,0,G,L
125,361,11/10/2022,Active,5,0,G,L
126,58,11/10/2022,Active,5,0,G,L
127,171,11/10/2022,Active,5,0,G,L
128,96,11/10/2022,Active,5,0,G,L
129,196,11/10/2022,Active,5,0,G,L
130,248,11/10/2022,Active,5,0,G,L
131,209,11/10/2022,Active,5,0,G,L
132,194,11/10/2022,Active,5,0,G,L
133,34,11/10/2022,Active,5,0,G,L
134,484,11/10/2022,Active,5,0,G,L
135,461,11/10/2022,Active,5,0,G,L
136,88,11/10/2022,Active,5,0,G,L
137,92,11/10/2022,Active,5,0,G,L
138,94,11/10/2022,Active,5,0,G,L
139,292,11/10/2022,Active,5,0,G,L
140,316,11/10/2022,Active,5,0,G,L
141,382,11/10/2022,Active,5,0,G,L
142,292,11/10/2022,Active,5,0,G,L
143,81,11/10/2022,Active,5,0,G,L
144,320,11/10/2022,Active,5,0,G,L
145,475,11/10/2022,Active,5,0,G,L
146,38,11/10/2022,Active,5,0,G,L
147,95,11/10/2022,Active,5,0,G,L
148,320,11/10/2022,Active,5,0,G,L
149,396,11/10/2022,Active,5,0,G,L
150,444,11/10/2022,Active,5,0,G,L
151,345,11/10/2022,Active,5,0,G,L
152,6,11/10/2022,Active,5,0,G,L
153,135,11/10/2022,Active,5,0,G,L
154,336,11/10/2022,Active,5,0,G,L
155,6,11/10/2022,Active,5,0,G,L
156,199,11/10/2022,Active,5,0,G,L
157,296,11/10/2022,Active,5,0,G,L
158,228,11/10/2022,Active,5,0,G,L
159,417,11/10/2022,Active,5,0,G,L
160,398,11/10/2022,Active,5,0,G,L
161,13,11/10/2022,Active,5,0,G,L
162,450,11/10/2022,Active,5,0,G,L
163,343,11/10/2022,Active,5,0,G,L
164,311,11/10/2022,Active,5,0,G,L
165,277,11/10/2022,Active,5,0,G,L
166,431,11/10/2022,Active,5,0,G,L
167,47,11/10/2022,Active,5,0,G,L
168,461,11/10/2022,Active,5,0,G,L
169,121,11/10/2022,Active,5,0,G,L
170,151,11/10/2022,Active,5,0,G,L
171,205,11/10/2022,Active,5,0,G,L
172,446,11/10/2022,Active,5,0,G,L
173,387,11/10/2022,Active,5,0,G,L
174,70,11/10/2022,Active,5,0,G,L
175,53,11/10/2022,Active,5,0,G,L
176,389,11/10/2022,Active,5,0,G,L
177,365,11/10/2022,Active,5,0,G,L
178,9,11/10/2022,Active,5,0,G,L
179,267,11/10/2022,Active,5,0,G,L
180,84,11/10/2022,Active,5,0,G,L
181,481,11/10/2022,Active,5,0,G,L
182,259,11/10/2022,Active,5,0,G,L
183,57,11/10/2022,Active,5,0,G,L
184,20,11/10/2022,Active,5,0,G,L
185,6,11/10/2022,Active,5,0,G,L
186,64,11/10/2022,Active,5,0,G,L
187,266,11/10/2022,Active,5,0,G,L
188,143,11/10/2022,Active,5,0,G,L
189,398,11/10/2022,Active,5,0,G,L
190,254,11/10/2022,Active,5,0,G,L
191,331,11/10/2022,Active,5,0,G,L
192,189,11/10/2022,Active,5,0,G,L
193,264,11/10/2022,Active,5,0,G,L
194,270,11/10/2022,Active,5,0,G,L
195,395,11/10/2022,Active,5,0,G,L
196,272,11/10/2022,Active,5,0,G,L
197,210,11/10/2022,Active,5,0,G,L
198,52,11/10/2022,Active,5,0,G,L
199,290,11/10/2022,Active,5,0,G,L
200,352,11/10/2022,Active,5,0,G,L
201,148,11/10/2022,Active,5,0,G,L
202,68,11/10/2022,Active,5,0,G,L
203,236,11/10/2022,Active,5,0,G,L
204,335,11/10/2022,Active,5,0,G,L
205,277,11/10/2022,Active,5,0,G,L
206,49,11/10/2022,Active,5,0,G,L
207,339,11/10/2022,Active,5,0,G,L
208,198,11/10/2022,Active,5,0,G,L
209,209,11/10/2022,Active,5,0,G,L
210,264,11/10/2022,Active,5,0,G,L
211,203,11/10/2022,Active,5,0,G,L
212,217,11/10/2022,Active,5,0,G,L
213,137,11/10/2022,Active,5,0,G,L
214,491,11/10/2022,Active,5,0,G,L
215,271,11/10/2022,Active,5,0,G,L
216,17,11/10/2022,Active,5,0,G,L
217,167,11/10/2022,Active,5,0,G,L
218,55,11/10/2022,Active,5,0,G,L
219,398,11/10/2022,Active,5,0,G,L
220,49,11/10/2022,Active,5,0,G,L
221,368,11/10/2022,Active,5,0,G,L
222,91,11/10/2022,Active,5,0,G,L
223,476,11/10/2022,Active,5,0,G,L
224,388,11/10/2022,Active,5,0,G,L
225,145,11/10/2022,Active,5,0,G,L
226,81,11/10/2022,Active,5,0,G,L
227,242,11/10/2022,Active,5,0,G,L
228,213,11/10/2022,Active,5,0,G,L
229,418,11/10/2022,Active,5,0,G,L
230,123,11/10/2022,Active,5,0,G,L
231,137,11/10/2022,Active,5,0,G,L
232,251,11/10/2022,Active,5,0,G,L
233,48,11/10/2022,Active,5,0,G,L
234,351,11/10/2022,Active,5,0,G,L
235,20,11/10/2022,Active,5,0,G,L
236,260,11/10/2022,Active,5,0,G,L
237,456,11/10/2022,Active,5,0,G,L
238,20,11/10/2022,Active,5,0,G,L
239,50,11/10/2022,Active,5,0,G,L
240,415,11/10/2022,Active,5,0,G,L
241,163,11/10/2022,Active,5,0,G,L
242,161,11/10/2022,Active,5,0,G,L
243,19,11/10/2022,Active,5,0,G,L
244,127,11/10/2022,Active,5,0,G,L
245,425,11/10/2022,Active,5,0,G,L
246,492,11/10/2022,Active,5,0,G,L
247,350,11/10/2022,Active,5,0,G,L
248,315,11/10/2022,Active,5,0,G,L
249,215,11/10/2022,Active,5,0,G,L
250,93,11/10/2022,Active,5,0,G,L
251,274,11/10/2022,Active,5,0,G,L
252,127,11/10/2022,Active,5,0,G,L
253,322,11/10/2022,Active,5,0,G,L
254,222,11/10/2022,Active,5,0,G,L
255,376,11/10/2022,Active,5,0,G,L
256,236,11/10/2022,Active,5,0,G,L
257,259,11/10/2022,Active,5,0,G,L
258,424,11/10/2022,Active,5,0,G,L
259,254,11/10/2022,Active,5,0,G,L
260,324,11/10/2022,Active,5,0,G,L
261,59,11/10/2022,Active,5,0,G,L
262,259,11/10/2022,Active,5,0,G,L
263,236,11/10/2022,Active,5,0,G,L
264,240,11/10/2022,Active,5,0,G,L
265,138,11/10/2022,Active,5,0,G,L
266,426,11/10/2022,Active,5,0,G,L
267,159,11/10/2022,Active,5,0,G,L
268,132,11/10/2022,Active,5,0,G,L
269,98,11/10/2022,Active,5,0,G,L
270,378,11/10/2022,Active,5,0,G,L
271,158,11/10/2022,Active,5,0,G,L
272,367,11/10/2022,Active,5,0,G,L
273,91,11/10/2022,Active,5,0,G,L
274,424,11/10/2022,Active,5,0,G,L
275,79,11/10/2022,Active,5,0,G,L
276,238,11/10/2022,Active,5,0,G,L
277,18,11/10/2022,Active,5,0,G,L
278,466,11/10/2022,Active,5,0,G,L
279,221,11/10/2022,Active,5,0,G,L
280,292,11/10/2022,Active,5,0,G,L
281,83,11/10/2022,Active,5,0,G,L
282,343,11/10/2022,Active,5,0,G,L
283,168,11/10/2022,Active,5,0,G,L
284,367,11/10/2022,Active,5,0,G,L
285,331,11/10/2022,Active,5,0,G,L
286,384,11/10/2022,Active,5,0,G,L
287,434,11/10/2022,Active,5,0,G,L
288,159,11/10/2022,Active,5,0,G,L
289,241,11/10/2022,Active,5,0,G,L
290,58,11/10/2022,Active,5,0,G,L
291,171,11/10/2022,Active,5,0,G,L
292,408,11/10/2022,Active,5,0,G,L
293,216,11/10/2022,Active,5,0,G,L
294,363,11/10/2022,Active,5,0,G,L
295,227,11/10/2022,Active,5,0,G,L
296,173,11/10/2022,Active,5,0,G,L
297,150,11/10/2022,Active,5,0,G,L
298,13,11/10/2022,Active,5,0,G,L
299,384,11/10/2022,Active,5,0,G,L
300,465,11/10/2022,Active,5,0,G,L
301,188,11/10/2022,Active,5,0,G,L
302,313,11/10/2022,Active,5,0,G,L
303,498,11/10/2022,Active,5,0,G,L
304,268,11/10/2022,Active,5,0,G,L
305,217,11/10/2022,Active,5,0,G,L
306,102,11/10/2022,Active,5,0,G,L
307,127,11/10/2022,Active,5,0,G,L
308,251,11/10/2022,Active,5,0,G,L
309,167,11/10/2022,Active,5,0,G,L
310,49,11/10/2022,Active,5,0,G,L
311,375,11/10/2022,Active,5,0,G,L
312,273,11/10/2022,Active,5,0,G,L
313,412,11/10/2022,Active,5,0,G,L
314,67,11/10/2022,Active,5,0,G,L
315,167,11/10/2022,Active,5,0,G,L
316,229,11/10/2022,Active,5,0,G,L
317,97,11/10/2022,Active,5,0,G,L
318,8,11/10/2022,Active,5,0,G,L
319,195,11/10/2022,Active,5,0,G,L
320,239,11/10/2022,Active,5,0,G,L
321,59,11/10/2022,Active,5,0,G,L
322,395,11/10/2022,Active,5,0,G,L
323,70,11/10/2022,Active,5,0,G,L
324,237,11/10/2022,Active,5,0,G,L
325,72,11/10/2022,Active,5,0,G,L
326,13,11/10/2022,Active,5,0,G,L
327,154,11/10/2022,Active,5,0,G,L
328,177,11/10/2022,Active,5,0,G,L
329,354,11/10/2022,Active,5,0,G,L
330,429,11/10/2022,Active,5,0,G,L
331,280,11/10/2022,Active,5,0,G,L
332,110,11/10/2022,Active,5,0,G,L
333,499,11/10/2022,Active,5,0,G,L
334,325,11/10/2022,Active,5,0,G,L
335,495,11/10/2022,Active,5,0,G,L
336,135,11/10/2022,Active,5,0,G,L
337,187,11/10/2022,Active,5,0,G,L
338,279,11/10/2022,Active,5,0,G,L
339,455,11/10/2022,Active,5,0,G,L
340,448,11/10/2022,Active,5,0,G,L
341,453,11/10/2022,Active,5,0,G,L
342,339,11/10/2022,Active,5,0,G,L
343,343,11/10/2022,Active,5,0,G,L
344,258,11/10/2022,Active,5,0,G,L
345,185,11/10/2022,Active,5,0,G,L
346,36,11/10/2022,Active,5,0,G,L
347,433,11/10/2022,Active,5,0,G,L
348,161,11/10/2022,Active,5,0,G,L
349,261,11/10/2022,Active,5,0,G,L
350,333,11/10/2022,Active,5,0,G,L
351,369,11/10/2022,Active,5,0,G,L
352,490,11/10/2022,Active,5,0,G,L
353,311,11/10/2022,Active,5,0,G,L
354,407,11/10/2022,Active,5,0,G,L
355,451,11/10/2022,Active,5,0,G,L
356,172,11/10/2022,Active,5,0,G,L
357,368,11/10/2022,Active,5,0,G,L
358,101,11/10/2022,Active,5,0,G,L
359,494,11/10/2022,Active,5,0,G,L
360,361,11/10/2022,Active,5,0,G,L
361,210,11/10/2022,Active,5,0,G,L
362,188,11/10/2022,Active,5,0,G,L
363,175,11/10/2022,Active,5,0,G,L
364,269,11/10/2022,Active,5,0,G,L
365,491,11/10/2022,Active,5,0,G,L
366,319,11/10/2022,Active,5,0,G,L
367,442,11/10/2022,Active,5,0,G,L
368,284,11/10/2022,Active,5,0,G,L
369,127,11/10/2022,Active,5,0,G,L
370,135,11/10/2022,Active,5,0,G,L
371,464,11/10/2022,Active,5,0,G,L
372,199,11/10/2022,Active,5,0,G,L
373,359,11/10/2022,Active,5,0,G,L
374,5,11/10/2022,Active,5,0,G,L
375,367,11/10/2022,Active,5,0,G,L
376,227,11/10/2022,Active,5,0,G,L
377,320,11/10/2022,Active,5,0,G,L
378,363,11/10/2022,Active,5,0,G,L
379,29,11/10/2022,Active,5,0,G,L
380,304,11/10/2022,Active,5,0,G,L
381,3,11/10/2022,Active,5,0,G,L
382,300,11/10/2022,Active,5,0,G,L
383,343,11/10/2022,Active,5,0,G,L
384,88,11/10/2022,Active,5,0,G,L
385,203,11/10/2022,Active,5,0,G,L
386,358,11/10/2022,Active,5,0,G,L
387,375,11/10/2022,Active,5,0,G,L
388,479,11/10/2022,Active,5,0,G,L
389,122,11/10/2022,Active,5,0,G,L
390,209,11/10/2022,Active,5,0,G,L
391,97,11/10/2022,Active,5,0,G,L
392,212,11/10/2022,Active,5,0,G,L
393,48,11/10/2022,Active,5,0,G,L
394,410,11/10/2022,Active,5,0,G,L
395,447,11/10/2022,Active,5,0,G,L
396,5,11/10/2022,Active,5,0,G,L
397,255,11/10/2022,Active,5,0,G,L
398,124,11/10/2022,Active,5,0,G,L
399,352,11/10/2022,Active,5,0,G,L
400,142,11/10/2022,Active,5,0,G,L
401,491,11/10/2022,Active,5,0,G,L
402,9,11/10/2022,Active,5,0,G,L
403,147,11/10/2022,Active,5,0,G,L
404,381,11/10/2022,Active,5,0,G,L
405,185,11/10/2022,Active,5,0,G,L
406,288,11/10/2022,Active,5,0,G,L
407,269,11/10/2022,Active,5,0,G,L
408,212,11/10/2022,Active,5,0,G,L
409,26,11/10/2022,Active,5,0,G,L
410,201,11/10/2022,Active,5,0,G,L
411,202,11/10/2022,Active,5,0,G,L
412,5,11/10/2022,Active,5,0,G,L
413,301,11/10/2022,Active,5,0,G,L
414,370,11/10/2022,Active,5,0,G,L
415,339,11/10/2022,Active,5,0,G,L
416,306,11/10/2022,Active,5,0,G,L
417,105,11/10/2022,Active,5,0,G,L
418,398,11/10/2022,Active,5,0,G,L
419,364,11/10/2022,Active,5,0,G,L
420,443,11/10/2022,Active,5,0,G,L
421,314,11/10/2022,Active,5,0,G,L
422,163,11/10/2022,Active,5,0,G,L
423,261,11/10/2022,Active,5,0,G,L
424,156,11/10/2022,Active,5,0,G,L
425,238,11/10/2022,Active,5,0,G,L
426,396,11/10/2022,Active,5,0,G,L
427,434,11/10/2022,Active,5,0,G,L
428,114,11/10/2022,Active,5,0,G,L
429,78,11/10/2022,Active,5,0,G,L
430,240,11/10/2022,Active,5,0,G,L
431,55,11/10/2022,Active,5,0,G,L
432,144,11/10/2022,Active,5,0,G,L
433,186,11/10/2022,Active,5,0,G,L
434,229,11/10/2022,Active,5,0,G,L
435,441,11/10/2022,Active,5,0,G,L
436,117,11/10/2022,Active,5,0,G,L
437,265,11/10/2022,Active,5,0,G,L
438,66,11/10/2022,Active,5,0,G,L
439,40,11/10/2022,Active,5,0,G,L
440,145,11/10/2022,Active,5,0,G,L
441,7,11/10/2022,Active,5,0,G,L
442,236,11/10/2022,Active,5,0,G,L
443,236,11/10/2022,Active,5,0,G,L
444,84,11/10/2022,Active,5,0,G,L
445,118,11/10/2022,Active,5,0,G,L
446,289,11/10/2022,Active,5,0,G,L
447,344,11/10/2022,Active,5,0,G,L
448,215,11/10/2022,Active,5,0,G,L
449,212,11/10/2022,Active,5,0,G,L
450,127,11/10/2022,Active,5,0,G,L
451,199,11/10/2022,Active,5,0,G,L
452,247,11/10/2022,Active,5,0,G,L
453,60,11/10/2022,Active,5,0,G,L
454,462,11/10/2022,Active,5,0,G,L
455,392,11/10/2022,Active,5,0,G,L
456,472,11/10/2022,Active,5,0,G,L
457,45,11/10/2022,Active,5,0,G,L
458,196,11/10/2022,Active,5,0,G,L
459,122,11/10/2022,Active,5,0,G,L
460,49,11/10/2022,Active,5,0,G,L
461,306,11/10/2022,Active,5,0,G,L
462,492,11/10/2022,Active,5,0,G,L
463,140,11/10/2022,Active,5,0,G,L
464,11,11/10/2022,Active,5,0,G,L
465,58,11/10/2022,Active,5,0,G,L
466,74,11/10/2022,Active,5,0,G,L
467,341,11/10/2022,Active,5,0,G,L
468,335,11/10/2022,Active,5,0,G,L
469,30,11/10/2022,Active,5,0,G,L
470,12,11/10/2022,Active,5,0,G,L
471,489,11/10/2022,Active,5,0,G,L
472,494,11/10/2022,Active,5,0,G,L
473,227,11/10/2022,Active,5,0,G,L
474,257,11/10/2022,Active,5,0,G,L
475,215,11/10/2022,Active,5,0,G,L
476,410,11/10/2022,Active,5,0,G,L
477,323,11/10/2022,Active,5,0,G,L
478,53,11/10/2022,Active,5,0,G,L
479,26,11/10/2022,Active,5,0,G,L
480,465,11/10/2022,Active,5,0,G,L
481,448,11/10/2022,Active,5,0,G,L
482,254,11/10/2022,Active,5,0,G,L
483,213,11/10/2022,Active,5,0,G,L
484,20,11/10/2022,Active,5,0,G,L
485,189,11/10/2022,Active,5,0,G,L
486,137,11/10/2022,Active,5,0,G,L
487,161,11/10/2022,Active,5,0,G,L
488,14,11/10/2022,Active,5,0,G,L
489,189,11/10/2022,Active,5,0,G,L
490,26,11/10/2022,Active,5,0,G,L
491,137,11/10/2022,Active,5,0,G,L
492,71,11/10/2022,Active,5,0,G,L
493,116,11/10/2022,Active,5,0,G,L
494,385,11/10/2022,Active,5,0,G,L
495,441,11/10/2022,Active,5,0,G,L
496,211,11/10/2022,Active,5,0,G,L
497,226,11/10/2022,Active,5,0,G,L
498,277,11/10/2022,Active,5,0,G,L
499,186,11/10/2022,Active,5,0,G,L
500,287,11/10/2022,Active,5,0,G,L
501,225,11/10/2022,Active,5,0,G,L
502,461,11/10/2022,Active,5,0,G,L
503,184,11/10/2022,Active,5,0,G,L
504,431,11/10/2022,Active,5,0,G,L
505,147,11/10/2022,Active,5,0,G,L
506,421,11/10/2022,Active,5,0,G,L
507,174,11/10/2022,Active,5,0,G,L
508,153,11/10/2022,Active,5,0,G,L
509,444,11/10/2022,Active,5,0,G,L
510,74,11/10/2022,Active,5,0,G,L
511,475,11/10/2022,Active,5,0,G,L
512,380,11/10/2022,Active,5,0,G,L
513,190,11/10/2022,Active,5,0,G,L
514,90,11/10/2022,Active,5,0,G,L
515,354,11/10/2022,Active,5,0,G,L
516,317,11/10/2022,Active,5,0,G,L
517,314,11/10/2022,Active,5,0,G,L
518,5,11/10/2022,Active,5,0,G,L
519,37,11/10/2022,Active,5,0,G,L
520,304,11/10/2022,Active,5,0,G,L
521,56,11/10/2022,Active,5,0,G,L
522,144,11/10/2022,Active,5,0,G,L
523,323,11/10/2022,Active,5,0,G,L
524,332,11/10/2022,Active,5,0,G,L
525,433,11/10/2022,Active,5,0,G,L
526,77,11/10/2022,Active,5,0,G,L
527,233,11/10/2022,Active,5,0,G,L
528,200,11/10/2022,Active,5,0,G,L
529,72,11/10/2022,Active,5,0,G,L
530,401,11/10/2022,Active,5,0,G,L
531,145,11/10/2022,Active,5,0,G,L
532,204,11/10/2022,Active,5,0,G,L
533,184,11/10/2022,Active,5,0,G,L
534,61,11/10/2022,Active,5,0,G,L
535,89,11/10/2022,Active,5,0,G,L
536,246,11/10/2022,Active,5,0,G,L
537,285,11/10/2022,Active,5,0,G,L
538,154,11/10/2022,Active,5,0,G,L
539,390,11/10/2022,Active,5,0,G,L
540,283,11/10/2022,Active,5,0,G,L
541,188,11/10/2022,Active,5,0,G,L
542,44,11/10/2022,Active,5,0,G,L
543,79,11/10/2022,Active,5,0,G,L
544,66,11/10/2022,Active,5,0,G,L
545,187,11/10/2022,Active,5,0,G,L
546,402,11/10/2022,Active,5,0,G,L
547,274,11/10/2022,Active,5,0,G,L
548,123,11/10/2022,Active,5,0,G,L
549,156,11/10/2022,Active,5,0,G,L
550,80,11/10/2022,Active,5,0,G,L
551,232,11/10/2022,Active,5,0,G,L
552,2,11/10/2022,Active,5,0,G,L
553,195,11/10/2022,Active,5,0,G,L
554,215,11/10/2022,Active,5,0,G,L
555,353,11/10/2022,Active,5,0,G,L
556,362,11/10/2022,Active,5,0,G,L
557,304,11/10/2022,Active,5,0,G,L
558,445,11/10/2022,Active,5,0,G,L
559,114,11/10/2022,Active,5,0,G,L
560,221,11/10/2022,Active,5,0,G,L
561,51,11/10/2022,Active,5,0,G,L
562,278,11/10/2022,Active,5,0,G,L
563,368,11/10/2022,Active,5,0,G,L
564,219,11/10/2022,Active,5,0,G,L
565,195,11/10/2022,Active,5,0,G,L
566,124,11/10/2022,Active,5,0,G,L
567,163,11/10/2022,Active,5,0,G,L
568,108,11/10/2022,Active,5,0,G,L
569,77,11/10/2022,Active,5,0,G,L
570,127,11/10/2022,Active,5,0,G,L
571,262,11/10/2022,Active,5,0,G,L
572,104,11/10/2022,Active,5,0,G,L
573,344,11/10/2022,Active,5,0,G,L
574,165,11/10/2022,Active,5,0,G,L
575,137,11/10/2022,Active,5,0,G,L
576,290,11/10/2022,Active,5,0,G,L
577,209,11/10/2022,Active,5,0,G,L
