1,1,1,76
2,2,2,55
3,3,3,51
4,4,4,72
5,5,5,29
6,6,6,93
7,7,7,31
8,8,8,48
9,9,9,41
10,10,10,45
11,11,11,88
12,12,12,12
13,13,13,19
14,14,14,57
15,15,15,6
16,16,16,48
17,17,17,92
18,18,18,66
19,19,19,83
20,20,20,67
21,21,21,55
22,22,22,79
23,23,23,74
24,24,24,50
25,25,25,50
26,26,26,4
27,27,27,22
28,28,28,17
29,29,29,26
30,30,30,74
31,31,31,42
32,32,32,77
33,33,33,21
34,34,34,88
35,35,35,43
36,36,36,84
37,37,37,43
38,38,38,91
39,39,39,42
40,40,40,15
41,41,41,92
42,42,42,14
43,43,43,12
44,44,44,84
45,45,45,53
46,46,46,78
47,47,47,64
48,48,48,10
49,49,49,93
50,50,50,87
51,51,51,39
52,52,52,44
53,53,53,93
54,54,54,39
55,55,55,27
56,56,56,63
57,57,57,87
58,58,58,63
59,59,59,61
60,60,60,22
61,61,61,27
62,62,62,36
63,63,63,99
64,64,64,25
65,65,65,65
66,66,66,99
67,67,67,53
68,68,68,45
69,69,69,89
70,70,70,57
71,71,71,45
72,72,72,77
73,73,73,70
74,74,74,36
75,75,75,79
76,76,76,68
77,77,77,22
78,78,78,66
79,79,79,70
80,80,80,43
81,81,81,78
82,82,82,82
83,83,83,77
84,84,84,24
85,85,85,27
86,86,86,43
87,87,87,33
88,88,88,83
89,89,89,46
90,90,90,74
91,91,91,70
92,92,92,23
93,93,93,86
94,94,94,28
95,95,95,38
96,96,96,62
97,97,97,47
98,98,98,88
99,99,99,95
100,100,100,8
101,101,101,51
102,102,102,26
103,103,103,56
104,104,104,93
105,105,105,51
106,106,106,45
107,107,107,34
108,108,108,18
109,109,109,82
110,110,110,51
111,111,111,73
112,112,112,66
113,113,113,7
114,114,114,72
115,115,115,10
116,116,116,94
117,117,117,20
118,118,118,93
119,119,119,37
120,120,120,94
121,121,121,23
122,122,122,3
123,123,123,86
124,124,124,71
125,125,125,50
126,126,126,49
127,127,127,13
128,128,128,78
129,129,129,96
130,130,130,92
131,131,131,31
132,132,132,15
133,133,133,85
134,134,134,41
135,135,135,38
136,136,136,77
137,137,137,12
138,138,138,35
139,139,139,12
140,140,140,43
141,141,141,70
142,142,142,48
143,143,143,5
144,144,144,52
145,145,145,29
146,146,146,17
147,147,147,13
148,148,148,45
149,149,149,25
150,150,150,87
151,151,151,22
152,152,152,35
153,153,153,65
154,154,154,14
155,155,155,69
156,156,156,21
157,157,157,75
158,158,158,9
159,159,159,65
160,160,160,32
161,161,161,77
162,162,162,84
163,163,163,90
164,164,164,89
165,165,165,94
166,166,166,28
167,167,167,38
168,168,168,67
169,169,169,72
170,170,170,33
171,171,171,1
172,172,172,44
173,173,173,15
174,174,174,84
175,175,175,29
176,176,176,73
177,177,177,77
178,178,178,97
179,179,179,3
180,180,180,81
181,181,181,5
182,182,182,26
183,183,183,70
184,184,184,99
185,185,185,5
186,186,186,5
187,187,187,19
188,188,188,51
189,189,189,31
190,190,190,81
191,191,191,22
192,192,192,93
193,193,193,93
194,194,194,88
195,195,195,16
196,196,196,35
197,197,197,10
198,198,198,31
199,199,199,40
200,200,200,85
201,201,201,37
202,202,202,82
203,203,203,88
204,204,204,5
205,205,205,44
206,206,206,63
207,207,207,65
208,208,208,10
209,209,209,33
210,210,210,38
211,211,211,57
212,212,212,65
213,213,213,63
214,214,214,61
215,215,215,78
216,216,216,33
217,217,217,1
218,218,218,52
219,219,219,32
220,220,220,53
221,221,221,56
222,222,222,68
223,223,223,76
224,224,224,54
225,225,225,93
226,226,226,43
227,227,227,3
228,228,228,84
229,229,229,62
230,230,230,71
231,231,231,10
232,232,232,69
233,233,233,5
234,234,234,5
235,235,235,94
236,236,236,22
237,237,237,89
238,238,238,46
239,239,239,57
240,240,240,52
241,241,241,69
242,242,242,26
243,243,243,35
244,244,244,11
245,245,245,39
246,246,246,92
247,247,247,11
248,248,248,36
249,249,249,54
250,250,250,91
251,251,251,1
252,252,252,4
253,253,253,73
254,254,254,14
255,255,255,72
256,256,256,98
257,257,257,67
258,258,258,1
259,259,259,55
260,260,260,1
261,261,261,91
262,262,262,44
263,263,263,43
264,264,264,64
265,265,265,6
266,266,266,76
267,267,267,4
268,268,268,76
269,269,269,53
270,270,270,95
271,271,271,16
272,272,272,58
273,273,273,29
274,274,274,80
275,275,275,80
276,276,276,41
277,277,277,63
278,278,278,8
279,279,279,11
280,280,280,4
281,281,281,37
282,282,282,97
283,283,283,21
284,284,284,30
285,285,285,6
286,286,286,37
287,287,287,20
288,288,288,92
289,289,289,67
290,290,290,72
291,291,291,93
292,292,292,31
293,293,293,75
294,294,294,8
295,295,295,51
296,296,296,7
297,297,297,47
298,298,298,83
299,299,299,3
300,300,300,51
301,301,301,40
302,302,302,54
303,303,303,76
304,304,304,22
305,305,305,46
306,306,306,88
307,307,307,27
308,308,308,94
309,309,309,97
310,310,310,80
311,311,311,31
312,312,312,75
313,313,313,64
314,314,314,97
315,315,315,40
316,316,316,26
317,317,317,51
318,318,318,45
319,319,319,41
320,320,320,21
321,321,321,40
322,322,322,22
323,323,323,55
324,324,324,75
325,325,325,15
326,326,326,55
327,327,327,88
328,328,328,57
329,329,329,88
330,330,330,54
331,331,331,59
332,332,332,90
333,333,333,27
334,334,334,52
335,335,335,56
336,336,336,61
337,337,337,50
338,338,338,94
339,339,339,12
340,340,340,4
341,341,341,95
342,342,342,90
343,343,343,49
344,344,344,63
345,345,345,14
346,346,346,70
347,347,347,11
348,348,348,72
349,349,349,36
350,350,350,21
351,351,351,7
352,352,352,44
353,353,353,90
354,354,354,94
355,355,355,47
356,356,356,58
357,357,357,71
358,358,358,96
359,359,359,43
360,360,360,34
361,361,361,45
362,362,362,5
363,363,363,22
364,364,364,22
365,365,365,76
366,366,366,49
367,367,367,57
368,368,368,66
369,369,369,22
370,370,370,58
371,371,371,35
372,372,372,75
373,373,373,36
374,374,374,43
375,375,375,84
376,376,376,46
377,377,377,14
378,378,378,12
379,379,379,41
380,380,380,65
381,381,381,34
382,382,382,51
383,383,383,61
384,384,384,74
385,385,385,32
386,386,386,94
387,387,387,13
388,388,388,71
389,389,389,50
390,390,390,24
391,391,391,67
392,392,392,24
393,393,393,38
394,394,394,84
395,395,395,91
396,396,396,6
397,397,397,52
398,398,398,21
399,399,399,11
400,400,400,99
401,401,401,24
402,402,402,15
403,403,403,68
404,404,404,93
405,405,405,21
406,406,406,24
407,407,407,9
408,408,408,92
409,409,409,36
410,410,410,74
411,411,411,7
412,412,412,62
413,413,413,75
414,414,414,19
415,415,415,87
416,416,416,91
417,417,417,45
418,418,418,97
419,419,419,44
420,420,420,42
421,421,421,91
422,422,422,57
423,423,423,44
424,424,424,47
425,425,425,47
426,426,426,56
427,427,427,9
428,428,428,32
429,429,429,13
430,430,430,78
431,431,431,42
432,432,432,37
433,433,433,63
434,434,434,50
435,435,435,52
436,436,436,71
437,437,437,74
438,438,438,60
439,439,439,47
440,440,440,29
441,441,441,62
442,442,442,38
443,443,443,12
444,444,444,62
445,445,445,27
446,446,446,90
447,447,447,27
448,448,448,20
449,449,449,31
450,450,450,84
451,451,451,63
452,452,452,30
453,453,453,94
454,454,454,45
455,455,455,71
456,456,456,17
457,457,457,5
458,458,458,63
459,459,459,70
460,460,460,90
461,461,461,44
462,462,462,94
463,463,463,96
464,464,464,27
465,465,465,9
466,466,466,67
467,467,467,9
468,468,468,67
469,469,469,99
470,470,470,91
471,471,471,97
472,472,472,84
473,473,473,85
474,474,474,9
475,475,475,43
476,476,476,37
477,477,477,35
478,478,478,45
479,479,479,97
480,480,480,43
481,481,481,10
482,482,482,96
483,483,483,56
484,484,484,8
485,485,485,62
486,486,486,87
487,487,487,25
488,488,488,69
489,489,489,69
490,490,490,81
491,491,491,73
492,492,492,34
493,493,493,54
494,494,494,20
495,495,495,71
496,496,496,96
497,497,497,28
498,498,498,4
499,499,499,44
500,500,500,72
501,501,501,79
502,502,502,95
503,503,503,7
504,504,504,28
505,505,505,55
506,506,506,43
507,507,507,49
508,508,508,56
509,509,509,27
510,510,510,97
511,511,511,31
512,512,512,13
513,513,513,6
514,514,514,15
515,515,515,99
516,516,516,15
517,517,517,92
518,518,518,81
519,519,519,94
520,520,520,40
521,521,521,12
522,522,522,59
523,523,523,59
524,524,524,88
525,525,525,40
526,526,526,25
527,527,527,7
528,528,528,61
529,529,529,58
530,530,530,92
531,531,531,74
532,532,532,47
533,533,533,13
534,534,534,69
535,535,535,2
536,536,536,72
537,537,537,55
538,538,538,2
539,539,539,69
540,540,540,27
541,541,541,8
542,542,542,97
543,543,543,96
544,544,544,14
545,545,545,73
546,546,546,15
547,547,547,87
548,548,548,54
549,549,549,71
550,550,550,34
551,551,551,86
552,552,552,54
553,553,553,99
554,554,554,54
555,555,555,55
556,556,556,98
557,557,557,84
558,558,558,77
559,559,559,61
560,560,560,58
561,561,561,76
562,562,562,36
563,563,563,20
564,564,564,81
565,565,565,4
566,566,566,72
567,567,567,70
568,568,568,17
569,569,569,1
570,570,570,88
571,571,571,80
572,572,572,73
573,573,573,61
574,574,574,91
575,575,575,23
576,576,576,85
577,577,577,55
578,578,578,29
579,579,579,8
580,580,580,77
581,581,581,9
582,582,582,72
583,583,583,52
584,584,584,44
585,585,585,4
586,586,586,22
587,587,587,15
588,588,588,21
589,589,589,95
590,590,590,18
591,591,591,26
592,592,592,7
593,593,593,25
594,594,594,30
595,595,595,56
596,596,596,42
597,597,597,34
598,598,598,54
599,599,599,89
600,600,600,95
601,601,601,90
602,602,602,20
603,603,603,46
604,604,604,15
605,605,605,69
606,606,606,78
607,607,607,66
608,608,608,53
609,609,609,30
610,610,610,6
611,611,611,81
612,612,612,69
613,613,613,28
614,614,614,1
615,615,615,51
616,616,616,18
617,617,617,10
618,618,618,18
619,619,619,96
620,620,620,22
621,621,621,92
622,622,622,55
623,623,623,7
624,624,624,18
625,625,625,66
626,626,626,57
627,627,627,55
628,628,628,66
629,629,629,86
630,630,630,27
631,631,631,36
632,632,632,13
633,633,633,21
634,634,634,98
635,635,635,47
636,636,636,80
637,637,637,78
638,638,638,59
639,639,639,61
640,640,640,34
641,641,641,12
642,642,642,58
643,643,643,99
644,644,644,49
645,645,645,49
646,646,646,75
647,647,647,95
648,648,648,72
649,649,649,73
650,650,650,35
651,651,651,39
652,652,652,90
653,653,653,90
654,654,654,17
655,655,655,76
656,656,656,49
657,657,657,64
658,658,658,10
659,659,659,73
660,660,660,10
661,661,661,52
662,662,662,94
663,663,663,38
664,664,664,70
665,665,665,47
666,666,666,74
667,667,667,65
668,668,668,88
669,669,669,13
670,670,670,36
671,671,671,55
672,672,672,13
673,673,673,37
674,674,674,80
675,675,675,37
676,676,676,86
677,677,677,79
678,678,678,64
679,679,679,38
680,680,680,83
681,681,681,94
682,682,682,11
683,683,683,22
684,684,684,17
685,685,685,6
686,686,686,98
687,687,687,15
688,688,688,13
