1,1,3153,4006
2,2,834,8240
3,3,2338,2467
4,4,2672,2272
5,5,702,1499
6,6,2677,3865
7,7,5664,950
8,8,5547,2812
9,9,949,5635
10,10,430,8950
11,11,3239,3086
12,12,6504,1443
13,13,2901,8825
14,14,6578,4462
15,15,2172,6971
16,16,5387,7079
17,17,5749,9071
18,18,6453,1658
19,19,138,8484
20,20,257,5413
21,21,3615,4072
22,22,701,47
23,23,1194,2961
24,24,5118,7814
25,25,2512,7794
26,26,2439,6370
27,27,3060,1535
28,28,2211,2220
29,29,1953,4732
30,30,1578,707
31,31,4481,4481
32,32,6652,9226
33,33,2690,5290
34,34,6733,477
35,35,6125,3514
36,36,4691,1992
37,37,5372,3966
38,38,3202,2852
39,39,774,1434
40,40,6661,407
41,41,6477,3104
42,42,4728,7322
43,43,1110,357
44,44,3823,6143
45,45,3470,4212
46,46,900,927
47,47,1689,941
48,48,263,7273
49,49,5188,6015
50,50,980,8168
51,51,12,3633
52,52,1008,1333
53,53,5192,8623
54,54,5447,4760
55,55,6266,5666
56,56,3468,1262
57,57,3950,4750
58,58,5769,5297
59,59,4677,9086
60,60,2889,1628
61,61,5029,2584
62,62,341,1302
63,63,2819,3365
64,64,2440,2515
65,65,11,4704
66,66,124,7501
67,67,1859,6804
68,68,6638,2728
69,69,1226,5958
70,70,4600,5090
71,71,3049,5911
72,72,3451,5742
73,73,917,1700
74,74,5285,2625
75,75,1742,7020
76,76,3061,5233
77,77,1821,406
78,78,392,1205
79,79,5682,2192
80,80,2484,2272
81,81,5547,2963
82,82,1751,8616
83,83,5157,4871
84,84,2953,4807
85,85,2913,7709
86,86,6398,5548
87,87,1688,6804
88,88,5349,2967
89,89,5268,2058
90,90,3857,4457
91,91,971,8511
92,92,579,3370
93,93,3392,971
94,94,3357,3046
95,95,3372,7468
96,96,1204,503
97,97,2520,1339
98,98,851,6440
99,99,1171,3994
100,100,69,5509
101,101,2826,7463
102,102,1313,1652
103,103,5855,8325
104,104,6219,6035
105,105,6282,1899
106,106,5242,6068
107,107,6332,4607
108,108,3629,2911
109,109,4483,8066
110,110,4268,5570
111,111,2205,207
112,112,4242,7424
113,113,839,4680
114,114,527,8762
115,115,5906,728
116,116,5293,2095
117,117,3654,7443
118,118,3821,5822
119,119,2341,4208
120,120,6511,6075
121,121,3589,7846
122,122,776,5817
123,123,3564,5484
124,124,420,1264
125,125,6215,7974
126,126,834,5753
127,127,1481,7697
128,128,3515,5149
129,129,1271,6942
130,130,663,4197
131,131,811,3075
132,132,4879,1756
133,133,5971,8801
134,134,1953,7
135,135,767,6247
136,136,922,9205
137,137,5444,8787
138,138,3028,8419
139,139,5551,1169
140,140,5874,3361
141,141,2910,2104
142,142,3698,556
143,143,4605,570
144,144,2237,4969
145,145,5565,6354
146,146,4847,6075
147,147,2440,8618
148,148,1023,4573
149,149,2668,9145
150,150,6012,1644
151,151,3399,5424
152,152,6567,2430
153,153,973,3110
154,154,2086,2484
155,155,6563,5674
156,156,946,4727
157,157,901,5943
158,158,965,6420
159,159,2218,8588
160,160,1737,8346
161,161,4718,2622
162,162,5512,3801
163,163,2306,4296
164,164,571,8143
165,165,1881,8754
166,166,2758,8682
167,167,5569,518
168,168,1005,1008
169,169,1991,1958
170,170,4211,3930
171,171,2884,5056
172,172,5193,7052
173,173,2236,2283
174,174,3769,6623
175,175,1764,1954
176,176,2124,5193
177,177,3985,8114
178,178,6069,4972
179,179,4341,6361
180,180,3617,7411
181,181,4968,8860
182,182,2819,615
183,183,138,8060
184,184,1904,7853
185,185,5043,6991
186,186,6652,1653
187,187,1796,7459
188,188,3063,1886
189,189,1430,886
190,190,5462,6114
191,191,6728,239
192,192,1199,5613
193,193,3186,1889
194,194,4591,275
195,195,1409,3778
196,196,398,641
197,197,2004,8871
198,198,715,2407
199,199,4865,7144
200,200,3753,971
201,201,3414,1263
202,202,5812,4360
203,203,2245,531
204,204,947,1571
205,205,5619,8233
206,206,3296,8446
207,207,2103,6574
208,208,3097,3802
209,209,5684,6554
210,210,6191,2729
211,211,5137,4288
212,212,346,8358
213,213,1282,6005
214,214,5655,1639
215,215,346,1645
216,216,5665,6930
217,217,3563,6457
218,218,2628,8695
219,219,3994,3407
220,220,575,4811
221,221,2493,6022
222,222,6727,7088
223,223,2647,1423
224,224,2233,7131
225,225,1894,2568
226,226,4442,4624
227,227,5810,7492
228,228,1968,4773
229,229,6154,2339
230,230,319,1015
231,231,5653,6133
232,232,2978,8181
233,233,1391,5377
234,234,3823,7324
235,235,6173,3042
236,236,6586,5401
237,237,1411,6413
238,238,4700,5080
239,239,2479,8415
240,240,4843,2307
241,241,5563,2743
242,242,6316,2905
243,243,1046,1562
244,244,2488,2761
245,245,1968,8037
246,246,3236,4893
247,247,5763,755
248,248,1237,6690
249,249,4506,8155
250,250,2697,4752
251,251,3703,6221
252,252,6454,2744
253,253,6065,2071
254,254,1542,2024
255,255,3355,8012
256,256,6266,1121
257,257,6452,7654
258,258,4618,8989
259,259,1279,5331
260,260,4255,6374
261,261,708,422
262,262,456,4502
263,263,5916,1548
264,264,675,1591
265,265,6133,7569
266,266,5034,4106
267,267,251,8335
268,268,2749,7394
269,269,4229,323
270,270,634,3910
271,271,5641,2804
272,272,4440,4081
273,273,4491,6709
274,274,6564,1718
275,275,3360,7855
276,276,2795,7545
277,277,5674,4689
278,278,6380,2437
279,279,231,4093
280,280,4856,3256
281,281,1610,8835
282,282,3759,1302
283,283,2482,2824
284,284,3465,2180
285,285,878,6841
286,286,2773,1156
287,287,4437,3364
288,288,6555,8087
289,289,2450,980
290,290,5958,6768
291,291,2717,7378
292,292,504,5800
293,293,4790,4900
294,294,6806,1434
295,295,2658,6181
296,296,2634,7603
297,297,3423,8249
298,298,234,2818
299,299,6213,5163
300,300,739,6830
301,301,5310,319
